-3	9.019340365688876
-2.9	8.486655153088893
-2.8	7.936279316552524
-2.7	7.372618466240226
-2.6	6.808130357530575
-2.5	6.342429690571277
-2.4	5.842792853661664
-2.3	5.385169869969271
-2.2	4.914568154683551
-2.1	4.468331610912822
-2	4.013994648225548
-1.9	3.613032498609586
-1.8	3.317114528894746
-1.7	2.9813537808598567
-1.6	2.6192995095685183
-1.5	2.2539540565331846
-1.4	2.001947921781613
-1.3	1.7360188742277938
-1.2	1.5059993710353623
-1.1	1.2467987519305954
-1	1.0992840076778756
-0.9	0.8369147407485933
-0.8	0.7341291297748478
-0.7	0.4968044802342314
-0.6	0.4093910529371536
-0.5	0.2835526881317166
-0.4	0.1666968839057203
-0.3	0.09268861195655215
-0.2	0.06081334338768808
-0.1	0.014217554851632092
0	0.09754521753484896
0.1	0.04549871294268723
0.2	0.13985961620795995
0.3	0.11688587724871294
0.4	0.20116555906960898
0.5	0.28815321715250375
0.6	0.3852030478335844
0.7	0.5510376419820875
0.8	0.712963705770473
0.9	0.8949450983444849
1	1.0460050673697043
1.1	1.3049112451507583
1.2	1.4964418203578194
1.3	1.723280410761386
1.4	1.9974925531355412
1.5	2.302443629155197
1.6	2.6234564050221425
1.7	2.9365289318208183
1.8	3.2918609792985434
1.9	3.7021648409037495
2	4.041168539147033
2.1	4.4695410000259175
2.2	4.856375697924246
2.3	5.364104073624323
2.4	5.781146035770065
2.5	6.3216462410672
2.6	6.812489277984217
2.7	7.332820565227656
2.8	7.8680073463526465
2.9	8.451955082979858
3	9.077694935128294
